search_term,package_title,package_name,organization,package_notes,metadata_created,metadata_modified,resource_name,resource_url,resource_format,resource_id
תכנון,ייעודי קרקע,br7-zoning,עיריית באר שבע,"קומפילציה של המגרשים מתוך תכניות בניין עיר מאושרות. לכל מגרש נתונים אודות התכנית אשר קבעה את המגרש, מספר המגרש, ייעוד הקרקע, התכנית שקבעה את ייעוד הקרקע וקישור לדף מידע המכיל את הנתונים אודותיו.

גבולות המגרשים שורטטו על-פי נתוני המרכז למיפוי ישראל (מפ""י) בכל המקרים בהם גבול המגרש וגבול החלקה זהים. המידע נועד לאינדיקציה בלבד. גבולות המגרשים שורטטו ברמה שאינה מדויקת לחלוטין, ואין בה בכדי להחליף מדידה.

ניתן לצפות בשכבת יעודי הקרקע גם דרך אתר ה-GIS העירונינפתח בחלון חדש",2020-11-10T17:41:49.016314,2023-06-28T08:52:13.560869,ייעודי קרקע- כל הפורמטים,https://images.freeimages.com/images/large-previews/5b7/on-the-road-7-1384791.jpg,JPEG,78b7bfa3-eba7-405f-850f-76a8881cd80f
תכנון,ייעודי קרקע,br7-zoning,עיריית באר שבע,"קומפילציה של המגרשים מתוך תכניות בניין עיר מאושרות. לכל מגרש נתונים אודות התכנית אשר קבעה את המגרש, מספר המגרש, ייעוד הקרקע, התכנית שקבעה את ייעוד הקרקע וקישור לדף מידע המכיל את הנתונים אודותיו.

גבולות המגרשים שורטטו על-פי נתוני המרכז למיפוי ישראל (מפ""י) בכל המקרים בהם גבול המגרש וגבול החלקה זהים. המידע נועד לאינדיקציה בלבד. גבולות המגרשים שורטטו ברמה שאינה מדויקת לחלוטין, ואין בה בכדי להחליף מדידה.

ניתן לצפות בשכבת יעודי הקרקע גם דרך אתר ה-GIS העירונינפתח בחלון חדש",2020-11-10T17:41:49.016314,2023-06-28T08:52:13.560869,SHP,https://data.gov.il/dataset/b2969a93-239e-4418-815d-3c6b5580ab12/resource/c2dee7ca-56a4-4b44-9d4d-9786e4cc206b/download/land-designations.zip,ZIP,c2dee7ca-56a4-4b44-9d4d-9786e4cc206b
תכנון,ייעודי קרקע,br7-zoning,עיריית באר שבע,"קומפילציה של המגרשים מתוך תכניות בניין עיר מאושרות. לכל מגרש נתונים אודות התכנית אשר קבעה את המגרש, מספר המגרש, ייעוד הקרקע, התכנית שקבעה את ייעוד הקרקע וקישור לדף מידע המכיל את הנתונים אודותיו.

גבולות המגרשים שורטטו על-פי נתוני המרכז למיפוי ישראל (מפ""י) בכל המקרים בהם גבול המגרש וגבול החלקה זהים. המידע נועד לאינדיקציה בלבד. גבולות המגרשים שורטטו ברמה שאינה מדויקת לחלוטין, ואין בה בכדי להחליף מדידה.

ניתן לצפות בשכבת יעודי הקרקע גם דרך אתר ה-GIS העירונינפתח בחלון חדש",2020-11-10T17:41:49.016314,2023-06-28T08:52:13.560869,CSV,https://data.gov.il/dataset/b2969a93-239e-4418-815d-3c6b5580ab12/resource/60bedb3c-1520-4475-86a1-44de38f9d284/download/land-designations.csv,CSV,60bedb3c-1520-4475-86a1-44de38f9d284
תכנון,ייעודי קרקע,br7-zoning,עיריית באר שבע,"קומפילציה של המגרשים מתוך תכניות בניין עיר מאושרות. לכל מגרש נתונים אודות התכנית אשר קבעה את המגרש, מספר המגרש, ייעוד הקרקע, התכנית שקבעה את ייעוד הקרקע וקישור לדף מידע המכיל את הנתונים אודותיו.

גבולות המגרשים שורטטו על-פי נתוני המרכז למיפוי ישראל (מפ""י) בכל המקרים בהם גבול המגרש וגבול החלקה זהים. המידע נועד לאינדיקציה בלבד. גבולות המגרשים שורטטו ברמה שאינה מדויקת לחלוטין, ואין בה בכדי להחליף מדידה.

ניתן לצפות בשכבת יעודי הקרקע גם דרך אתר ה-GIS העירונינפתח בחלון חדש",2020-11-10T17:41:49.016314,2023-06-28T08:52:13.560869,XLSX,https://data.gov.il/dataset/b2969a93-239e-4418-815d-3c6b5580ab12/resource/58a4e0ea-b660-43e3-b3b9-104008eafcc9/download/land-designations.xlsx,XLSX,58a4e0ea-b660-43e3-b3b9-104008eafcc9
תכנון,ייעודי קרקע,br7-zoning,עיריית באר שבע,"קומפילציה של המגרשים מתוך תכניות בניין עיר מאושרות. לכל מגרש נתונים אודות התכנית אשר קבעה את המגרש, מספר המגרש, ייעוד הקרקע, התכנית שקבעה את ייעוד הקרקע וקישור לדף מידע המכיל את הנתונים אודותיו.

גבולות המגרשים שורטטו על-פי נתוני המרכז למיפוי ישראל (מפ""י) בכל המקרים בהם גבול המגרש וגבול החלקה זהים. המידע נועד לאינדיקציה בלבד. גבולות המגרשים שורטטו ברמה שאינה מדויקת לחלוטין, ואין בה בכדי להחליף מדידה.

ניתן לצפות בשכבת יעודי הקרקע גם דרך אתר ה-GIS העירונינפתח בחלון חדש",2020-11-10T17:41:49.016314,2023-06-28T08:52:13.560869,GeoJSON,https://data.gov.il/dataset/b2969a93-239e-4418-815d-3c6b5580ab12/resource/9d9d650f-d266-4828-bda4-f02c99b7bca5/download/land-designations.geojson,GeoJSON,9d9d650f-d266-4828-bda4-f02c99b7bca5
תכנון,ייעודי קרקע,br7-zoning,עיריית באר שבע,"קומפילציה של המגרשים מתוך תכניות בניין עיר מאושרות. לכל מגרש נתונים אודות התכנית אשר קבעה את המגרש, מספר המגרש, ייעוד הקרקע, התכנית שקבעה את ייעוד הקרקע וקישור לדף מידע המכיל את הנתונים אודותיו.

גבולות המגרשים שורטטו על-פי נתוני המרכז למיפוי ישראל (מפ""י) בכל המקרים בהם גבול המגרש וגבול החלקה זהים. המידע נועד לאינדיקציה בלבד. גבולות המגרשים שורטטו ברמה שאינה מדויקת לחלוטין, ואין בה בכדי להחליף מדידה.

ניתן לצפות בשכבת יעודי הקרקע גם דרך אתר ה-GIS העירונינפתח בחלון חדש",2020-11-10T17:41:49.016314,2023-06-28T08:52:13.560869,GeoJSON-ITM,https://data.gov.il/dataset/b2969a93-239e-4418-815d-3c6b5580ab12/resource/eea662f1-b39e-46b1-970d-8ed4a2a26b6e/download/land-designations.itm.geojson,GeoJSON,eea662f1-b39e-46b1-970d-8ed4a2a26b6e
תכנון,ייעודי קרקע,br7-zoning,עיריית באר שבע,"קומפילציה של המגרשים מתוך תכניות בניין עיר מאושרות. לכל מגרש נתונים אודות התכנית אשר קבעה את המגרש, מספר המגרש, ייעוד הקרקע, התכנית שקבעה את ייעוד הקרקע וקישור לדף מידע המכיל את הנתונים אודותיו.

גבולות המגרשים שורטטו על-פי נתוני המרכז למיפוי ישראל (מפ""י) בכל המקרים בהם גבול המגרש וגבול החלקה זהים. המידע נועד לאינדיקציה בלבד. גבולות המגרשים שורטטו ברמה שאינה מדויקת לחלוטין, ואין בה בכדי להחליף מדידה.

ניתן לצפות בשכבת יעודי הקרקע גם דרך אתר ה-GIS העירונינפתח בחלון חדש",2020-11-10T17:41:49.016314,2023-06-28T08:52:13.560869,XML,https://data.gov.il/dataset/b2969a93-239e-4418-815d-3c6b5580ab12/resource/0a87a4fa-3f31-4c44-9540-58ebe5448a47/download/land-designations.xml,XML,0a87a4fa-3f31-4c44-9540-58ebe5448a47
תכנון,ייעודי קרקע,br7-zoning,עיריית באר שבע,"קומפילציה של המגרשים מתוך תכניות בניין עיר מאושרות. לכל מגרש נתונים אודות התכנית אשר קבעה את המגרש, מספר המגרש, ייעוד הקרקע, התכנית שקבעה את ייעוד הקרקע וקישור לדף מידע המכיל את הנתונים אודותיו.

גבולות המגרשים שורטטו על-פי נתוני המרכז למיפוי ישראל (מפ""י) בכל המקרים בהם גבול המגרש וגבול החלקה זהים. המידע נועד לאינדיקציה בלבד. גבולות המגרשים שורטטו ברמה שאינה מדויקת לחלוטין, ואין בה בכדי להחליף מדידה.

ניתן לצפות בשכבת יעודי הקרקע גם דרך אתר ה-GIS העירונינפתח בחלון חדש",2020-11-10T17:41:49.016314,2023-06-28T08:52:13.560869,KML,https://data.gov.il/dataset/b2969a93-239e-4418-815d-3c6b5580ab12/resource/a7eb089f-f930-4021-9487-71fa251ea319/download/land-designations.kml,KML,a7eb089f-f930-4021-9487-71fa251ea319
תכנון,ייעודי קרקע,br7-zoning,עיריית באר שבע,"קומפילציה של המגרשים מתוך תכניות בניין עיר מאושרות. לכל מגרש נתונים אודות התכנית אשר קבעה את המגרש, מספר המגרש, ייעוד הקרקע, התכנית שקבעה את ייעוד הקרקע וקישור לדף מידע המכיל את הנתונים אודותיו.

גבולות המגרשים שורטטו על-פי נתוני המרכז למיפוי ישראל (מפ""י) בכל המקרים בהם גבול המגרש וגבול החלקה זהים. המידע נועד לאינדיקציה בלבד. גבולות המגרשים שורטטו ברמה שאינה מדויקת לחלוטין, ואין בה בכדי להחליף מדידה.

ניתן לצפות בשכבת יעודי הקרקע גם דרך אתר ה-GIS העירונינפתח בחלון חדש",2020-11-10T17:41:49.016314,2023-06-28T08:52:13.560869,GeoXML,https://data.gov.il/dataset/b2969a93-239e-4418-815d-3c6b5580ab12/resource/36f58235-5380-4de8-9c28-89aca8594009/download/land-designations.xml,XML,36f58235-5380-4de8-9c28-89aca8594009
תכנון,ייעודי קרקע,br7-zoning,עיריית באר שבע,"קומפילציה של המגרשים מתוך תכניות בניין עיר מאושרות. לכל מגרש נתונים אודות התכנית אשר קבעה את המגרש, מספר המגרש, ייעוד הקרקע, התכנית שקבעה את ייעוד הקרקע וקישור לדף מידע המכיל את הנתונים אודותיו.

גבולות המגרשים שורטטו על-פי נתוני המרכז למיפוי ישראל (מפ""י) בכל המקרים בהם גבול המגרש וגבול החלקה זהים. המידע נועד לאינדיקציה בלבד. גבולות המגרשים שורטטו ברמה שאינה מדויקת לחלוטין, ואין בה בכדי להחליף מדידה.

ניתן לצפות בשכבת יעודי הקרקע גם דרך אתר ה-GIS העירונינפתח בחלון חדש",2020-11-10T17:41:49.016314,2023-06-28T08:52:13.560869,GeoXML-ITM,https://data.gov.il/dataset/b2969a93-239e-4418-815d-3c6b5580ab12/resource/52aa9400-dee1-434f-b480-fc1ba222547b/download/land-designations.itm.xml,XML,52aa9400-dee1-434f-b480-fc1ba222547b
תכנון,פרויקטי תשתית בישובי החברה הערבית,miutim_prj,משרד התחבורה והבטיחות בדרכים,"פרויקטים מאושרים שנבחנו על פי דירוג מוקדי סיכון ועניין לישובי החברה הערבית כחלק מתכנית לפיתוח תשתיות תחבורתיות בישובי החברה הערבית 2020-2030 
",2023-03-21T11:35:16.289078,2023-03-27T13:06:45.524507,MIUTIM_PRJ,https://data.gov.il/dataset/4ddd54fc-3d67-409b-966d-04bc6e9e0b1e/resource/bf440708-ea63-4a5e-a326-2b90fbdea41c/download/miutim_prj.zip,ZIP,bf440708-ea63-4a5e-a326-2b90fbdea41c
תכנון,פרויקטי תשתית בישובי החברה הערבית,miutim_prj,משרד התחבורה והבטיחות בדרכים,"פרויקטים מאושרים שנבחנו על פי דירוג מוקדי סיכון ועניין לישובי החברה הערבית כחלק מתכנית לפיתוח תשתיות תחבורתיות בישובי החברה הערבית 2020-2030 
",2023-03-21T11:35:16.289078,2023-03-27T13:06:45.524507,MIUTIM_PRJ_KMZ,https://data.gov.il/dataset/4ddd54fc-3d67-409b-966d-04bc6e9e0b1e/resource/f954d3b8-7c77-4bfb-8c92-0cd1dad8eb16/download/miutim_prj_kmz.zip,ZIP,f954d3b8-7c77-4bfb-8c92-0cd1dad8eb16
תכנון,פרויקטי תשתית בישובי החברה הערבית,miutim_prj,משרד התחבורה והבטיחות בדרכים,"פרויקטים מאושרים שנבחנו על פי דירוג מוקדי סיכון ועניין לישובי החברה הערבית כחלק מתכנית לפיתוח תשתיות תחבורתיות בישובי החברה הערבית 2020-2030 
",2023-03-21T11:35:16.289078,2023-03-27T13:06:45.524507,MIUTIM_PRJ.CSV,https://data.gov.il/dataset/4ddd54fc-3d67-409b-966d-04bc6e9e0b1e/resource/c6973571-70b3-4e07-abd7-f590a8bea275/download/miutim_prj.csv,CSV,c6973571-70b3-4e07-abd7-f590a8bea275
תכנון,פרויקטי תשתית בישובי החברה הערבית,miutim_prj,משרד התחבורה והבטיחות בדרכים,"פרויקטים מאושרים שנבחנו על פי דירוג מוקדי סיכון ועניין לישובי החברה הערבית כחלק מתכנית לפיתוח תשתיות תחבורתיות בישובי החברה הערבית 2020-2030 
",2023-03-21T11:35:16.289078,2023-03-27T13:06:45.524507,מטאדאטה,https://data.gov.il/dataset/4ddd54fc-3d67-409b-966d-04bc6e9e0b1e/resource/7b9f867a-f506-4f19-8141-3dcebdd5c1ba/download/miutim_prj_metadata.xlsx,XLSX,7b9f867a-f506-4f19-8141-3dcebdd5c1ba
תכנון,מרחבי תכנון,merchav_tichnun,מינהל התכנון ,"מרחב תכנון - בתחום זה, הנקבע ע""י שר האוצר,  חלה סמכות הוועדה המקומית לתכנון ובניה. יש להבחין בין מרחב תכנון מקומי החופף לשטח של רשות מקומית אחת לבין מרחב תכנון מרחבי הכולל מס' רשויות. ",2018-12-09T06:20:21.091373,2023-03-21T18:32:47.687636,קישור למידע תכנוני של מינהל התכנון - מרחבי תכנון,https://www.gov.il/he/Departments/Guides/new_geo?chapterIndex=5,,5853b3f1-cf17-46d6-ada8-2e8282ce4a26
תכנון,תכניות מתאר ארציות,tma,מינהל התכנון ,תכנית מתאר ארצית היא תכנית החלה על שטח כל המדינה או תוכנית מתאר ארצית בנושא בעל חשיבות לאומית המתאשרת על ידי הממשלה.,2018-12-09T06:13:48.391128,2023-03-21T18:32:47.687636,קישור למידע תכנוני של מינהל התכנון - תכניות מתאר ארציות,https://www.gov.il/he/Departments/Guides/new_geo?chapterIndex=1,,ce1fd908-ce14-4e33-84aa-b5609b9753af
תכנון,"גיליונות ולקחש""פ",valkachshap,מינהל התכנון ,גליונות אכרזה על קרקעות חקלאיות ושטחים פתוחים בתפרוסת ארצית.,2018-12-09T06:25:01.577880,2023-03-21T18:32:47.687636,"קישור למידע תכנוני של מינהל התכנון - גיליונות ולקחש""פ",https://www.gov.il/he/Departments/Guides/new_geo?chapterIndex=6,,5dc1c571-68eb-4ebc-bbbd-0cf2963f0640
תכנון,תכניות תשתיות לאומיות,tatal,מינהל התכנון ,"תכניות תשתיות לאומיות מתעסקות במתקני תשתית, נמל תעופה, נמל, מעגן, מיתקן להתפלת מים, מיתקני מים וביוב לרבות מאגרים, אתרי סילוק וטיפול בפסולת, מתקני תקשורת, תחנת כוח, מתקן אחסון נפט, גז ודלק, דרך, מתקני גז ומתקני גט""ן כהגדרתם בסעיף 2 לחוק משק הגז הטבעי, אתרי כרייה וחציבה, חניון לעידוד השימוש בתחבורה הציבורית ותשתית תיירות.",2018-12-09T06:07:52.526607,2023-03-21T18:32:47.687636,קישור למידע תכנוני של מינהל התכנון - תכניות תשתיות לאומיות,https://www.gov.il/he/Departments/Guides/new_geo?chapterIndex=3,,10ff42d6-7dbc-420c-af06-0886fd95b985
תכנון,חוקרים לשמיעת התנגדויות - מינהל התכנון,planresearchers,מינהל התכנון ,"סעיף 107א. לחוק התכנון והבניה, התשכ""ה – 1965 (להלן – חוק התכנון והבניה), קובע כי שר האוצר מוסמך למנות חוקרים ולפרסם את שמם ברשומות, לשמיעת התנגדויות שהוגשו לתכניות לפי חוק התכנון והבניה.
רשימת החוקרים העדכנית פורסמה ברשומות ביום 4.8.2016 וכוללת 58 חוקרים.",2017-10-31T10:16:31.487126,2023-03-21T18:32:47.687636,רשימת החוקרים העדכנית כפי שפורסמה ברשומות ,https://data.gov.il/dataset/2146aa8a-9745-453a-a232-ef3b655459fe/resource/55acb9b5-5437-44f5-a84a-f96c4577dd4d/download/planresearchers.xlsx,XLSX,55acb9b5-5437-44f5-a84a-f96c4577dd4d
תכנון,תכניות מתאר מחוזיות,tmm,מינהל התכנון ,"תכניות המתאר המחוזיות הן החוליה המקשרת בין התכנון הארצי לבין התכנון המקומי. מטרתן לקבוע את מדיניות התכנון המרחבית המשלבת בנושאים שיש בהן חשיבות כללית למחוז ובכלל זה קביעת שטחי הפיתוח העירוניים, אזורי התעסוקה האזוריים ושטחים פתוחים לסוגיהם. תכניות אלה מנחות את הכנת תכניות מקומיות וקובעות את הפרטים הדרושים לביצוען של תכניות המתאר הארציות במחוז שבו הן חלות.  
     
תכניות המתאר המחוזיות נחלקות לשלושה סוגים:
  א.  תכניות המתאר המחוזיות הכוללות לכל אחד מששת מחוזות מדינת ישראל (ירושלים, צפון, מרכז, דרום, תל-אביב וחיפה).
  ב.  תכניות מתאר מחוזיות חלקיות לנושאים בעלי חשיבות אזורית, כגון: אזורי פיתוח מטרופולינים, פארקים מטרופולינים, אזורי נחל וסביבותיו וכד'.
  ג.  תכניות מחוזיות נקודתיות לעדכונים פרטניים. ",2018-12-09T06:17:26.974196,2023-03-21T18:32:47.687636,קישור למידע תכנוני של מינהל התכנון - תכניות מתאר מחוזיות,https://www.gov.il/he/Departments/Guides/new_geo?chapterIndex=2,,712d21ff-fb5e-42d4-af0b-4bde3ab4e625
תכנון,הוועדה הארצית לתכנון ולבניה של מתחמים מועדפים לדיור (ותמל) - מתחמים מוכרזים,vatmal,מינהל התכנון ,"מינהל התכנון מפרסם שירות מפה מקוון (Web service), הכולל מתחמים מוכרזים של הוועדה הארצית לתכנון ולבניה של מתחמים מועדפים לדיור. 
המידע מכיל את נתוני ההכרזה: שם מתחם, תאריך הכרזה, שטח, מגיש התכנית  ועוד.
הסרביס מתעדכן באופן שוטף בהתאם להכרזת מתחמים מועדפים לדיור, ובהתאם להנחיות הותמ""ל.",2017-08-15T14:17:20.869881,2023-03-21T18:32:47.687636,"קישור למידע התכנוני של מינהל התכנון - סרביס ותמ""ל מתחמים מוכרזים",https://ags.iplan.gov.il/services/,Web-Service,6463e6b2-1e4b-4a22-b099-5d1a48d424d3
תכנון,שירותי מפה תכנוניים מקוונים - סרביסים,xplan_services,מינהל התכנון ,"מנהל התכנון מנגיש מידע תכנוני רב באמצעות שירותי מפה מקוונים (Web-Service), הסרביסים מונגשים באמצעות רשת האינטרנט, ללא צורך בסיסמא או מגבלות אחרות. השירותים מיועדים לשימוש במערכות שולחניות ובמערכות מקוונות אירגונית.
הסרביסים כוללים תכניות מקוונות, קומפילציית מערכת הולכת הגז הטבעי, קומפילציה לרשת הדרכים ומסילות הברזל, קומפילציות של תכניות מתאר מחוזיות, קומפלצית גבולות ומרחבי תכנון ועוד.  

ניתן להתחבר לסרביסים של מינהל התכנון בכתובת: https://ags.iplan.gov.il/services/
",2018-12-09T07:07:51.651471,2023-03-21T18:32:47.687636,קישור למידע תכנוני של מינהל התכנון - שירותי מפה תכנוניים מקוונים - סרביסים,https://ags.iplan.gov.il/services/,,b3062e19-3dd4-4da1-ac9f-248465735ac0
תכנון,שירותי מפה תכנוניים מקוונים - סרביסים,xplan_services,מינהל התכנון ,"מנהל התכנון מנגיש מידע תכנוני רב באמצעות שירותי מפה מקוונים (Web-Service), הסרביסים מונגשים באמצעות רשת האינטרנט, ללא צורך בסיסמא או מגבלות אחרות. השירותים מיועדים לשימוש במערכות שולחניות ובמערכות מקוונות אירגונית.
הסרביסים כוללים תכניות מקוונות, קומפילציית מערכת הולכת הגז הטבעי, קומפילציה לרשת הדרכים ומסילות הברזל, קומפילציות של תכניות מתאר מחוזיות, קומפלצית גבולות ומרחבי תכנון ועוד.  

ניתן להתחבר לסרביסים של מינהל התכנון בכתובת: https://ags.iplan.gov.il/services/
",2018-12-09T07:07:51.651471,2023-03-21T18:32:47.687636,מינהל הכתנון - סרביסים,https://data.gov.il/dataset/6a2f8a51-ee1a-444c-903f-c5c5bbefae3a/resource/cd6b4524-7df7-4613-9df8-eefd5b67c8f5/download/-2.12.docx,DOCX,cd6b4524-7df7-4613-9df8-eefd5b67c8f5
תכנון,דוח מסכם 2017 - דיווחי ביצוע על החלטות ממשלה,2017,משרד ראש הממשלה ,מעקב אחר ביצוע החלטות הממשלה ה-34 שיועדו להתבצע בין השנים 2015-2017.,2018-04-10T08:09:54.004503,2023-03-21T18:32:47.687636,דוח מסכם 2017 - דיווחי ביצוע על החלטות ממשלה,https://data.gov.il/dataset/e1c3d05f-35af-4756-ac71-47af149b8292/resource/f8d22c3d-6d28-4166-aee4-3d023fa337f3/download/2017-.xlsx,XLSX,f8d22c3d-6d28-4166-aee4-3d023fa337f3
תכנון,XPLAN - מה חל במקום שלי,xplan,מינהל התכנון ,"מינהל התכנון מנגיש את אתר XPLAN המציג את כל התכניות המקוונות המקודמות בימים אלה, החל משלב תנאי הסף. 
כל תכנית מופיעה לפי השלב הסטטוטורי שלה, וכן מכילה את יעודי הקרקע.

ניתן לחפש תכנית לפי מספר, שם, מספר יחידות דיור, מקום ועוד. האתר מתעדכן באופן יומי מתוך המערכת המקוונת להגשת תכניות.
מתוך פרטי התכנית, ניתן לצפות בה גם בGOOGLE EARTH, וכן לעבור לדף התכנית המכיל את כל הפרטים הרלוונטים כולל אפשרות להורדת הקבצים הדיגיטלים.

יש להדגיש כי סטטוס התכנית הינו נכון לתכניות בסמכות מחוזית וארצית, אך מוצגות באתר גם תכניות בסמכות מקומית.
האתר מכיל תכניות שהוגשו מ2011 והלאה.

ניתן לצפות בנתוני XPLAN באופן חופשי גם מבלי להכנס לאתר זה. על כך ניתן לראות במאגר ""שירותי מפה תכנוניים מקוונים - סרביסים"".",2018-12-09T06:55:54.520901,2023-03-21T18:32:47.687636,קישור לאתר XPLAN,https://ags.iplan.gov.il/xplan/,,e6bbdecc-9a4b-446b-8f62-af8a1959d26b
תכנון,מידע תכנוני של מינהל התכנון (אתר הצפייה),iplan-itur-tochnit,מינהל התכנון ,"מערכת הצפייה כוללת מידע מפורט ומתעדכן עבור תכניות מתאר, עררים, ישיבות מוסדות תכנון ועוד. מינהל התכנון מנגיש לציבור מידע מלא עבור כל תכנית וישות תכנונית: מסמכי התכנית הסטטוטוריים, מידע כמותי, שכבות מידע גיאוגרפיות, תאריכים חשובים, תיעודי ישיבות והחלטות.",2017-05-16T07:26:27.324347,2023-03-21T18:32:47.687636,קישור למידע תכנוני של מינהל התכנון (אתר הצפייה),http://mavat.moin.gov.il/MavatPS/Forms/SV3.aspx?tid=3,,7a4a4954-e010-4506-b579-31d2fcc5b978
תכנון,אזורי עדיפות להחדרה,runoff_recharge_prioritization_areas,הרשות הממשלתית למים ולביוב,"מפת אזורי עדיפות להחדרת נגר ושכבת gis. 
אזורי העדיפות להחדרה הוגדרו על פי מידע הידרוגיאולוגי כאזורי הזנה של אקוויפרים מרכזיים, המשמשים את משק המים בישראל.
שכבות אלו מיועדות למתכננים ולמוסדות תכנון, לצורך העדפת פתרונות ניהול נגר הכוללים החדרה למי תהום, בתכניות המקודמות באזורי עדיפות להחדרה.
",2020-12-06T08:27:24.034544,2023-03-21T18:32:47.687636,מפת אזורי עדיפות להחדרה,https://data.gov.il/dataset/9d8ba2d7-96e9-4423-9d74-c5ea6c879c1b/resource/27bbd674-b701-4f55-af68-9f66b1f0dfb6/download/-.pdf,PDF,27bbd674-b701-4f55-af68-9f66b1f0dfb6
תכנון,אזורי עדיפות להחדרה,runoff_recharge_prioritization_areas,הרשות הממשלתית למים ולביוב,"מפת אזורי עדיפות להחדרת נגר ושכבת gis. 
אזורי העדיפות להחדרה הוגדרו על פי מידע הידרוגיאולוגי כאזורי הזנה של אקוויפרים מרכזיים, המשמשים את משק המים בישראל.
שכבות אלו מיועדות למתכננים ולמוסדות תכנון, לצורך העדפת פתרונות ניהול נגר הכוללים החדרה למי תהום, בתכניות המקודמות באזורי עדיפות להחדרה.
",2020-12-06T08:27:24.034544,2023-03-21T18:32:47.687636,שכבת אזורי עדיפות להחדרה,https://data.gov.il/dataset/9d8ba2d7-96e9-4423-9d74-c5ea6c879c1b/resource/f0a6923a-c13c-4609-aa75-34f56f7dfd3c/download/-.zip,ZIP,f0a6923a-c13c-4609-aa75-34f56f7dfd3c
תכנון,מידע על תנועות ארציות של נוסעים לפי נתוני טלפונים סלולריים 2018-19,tripscelular_1819,משרד התחבורה והבטיחות בדרכים,"הקובץ כולל מטריצות נסיעות מתוך איסוף נתונים של טלפונים סלולריים ברמה הארצית, על-פי הגדרות הסקר, שבוצע בשנים 2018 ו-2019. המטריצות מבוססות על איסוף של מידע על כל הנסיעות מתוך איכון טלפונים סלולריים של כ-3.7 מיליון בני אדם המהווים כמחצית האוכלוסייה. הנתונים נופחו לייצוג כלל האוכלוסייה. נסיעה הוגדרה באמצעות אלגוריתם בהתחשב במשך העצירה/שהייה, משך הנסיעה וכוון הנסיעה. הקובץ כולל נסיעות באורך מ-1.5 ק""מ (מרחק אווירי), שבוצעו על ידי נוסעים מגיל 8 ומעלה. מסיבות אלה, הקובץ אינו בר השוואה ישירה לסקרי הרגלי נסיעה. הנתונים נאספו ברמה של חלוקת ישראל ל 1270 אזורי תנועה, כמצורף בשכבת gis בקובץ. קובץ זה כולל ימים ממוצעים (חול, שישי ושבת), של כל התקופה (כולל חודשי הקיץ) לפי שעות היום, נתונים לפי שעת הגעה, נתונים לפי נסיעות ברמת החצי שעה ונתוני תיירים.",2021-10-05T07:53:12.305034,2023-03-21T18:32:47.687636,Celular1819_v1.3.zip,https://data.gov.il/dataset/cc26b13e-8490-449e-ad58-f949daa25bd3/resource/c2004caa-a9b2-4790-81e8-6b144ce227b8/download/celular1819_v1.3.zip,ZIP,c2004caa-a9b2-4790-81e8-6b144ce227b8
תכנון,מידע על תנועות ארציות של נוסעים לפי נתוני טלפונים סלולריים 2018-19,tripscelular_1819,משרד התחבורה והבטיחות בדרכים,"הקובץ כולל מטריצות נסיעות מתוך איסוף נתונים של טלפונים סלולריים ברמה הארצית, על-פי הגדרות הסקר, שבוצע בשנים 2018 ו-2019. המטריצות מבוססות על איסוף של מידע על כל הנסיעות מתוך איכון טלפונים סלולריים של כ-3.7 מיליון בני אדם המהווים כמחצית האוכלוסייה. הנתונים נופחו לייצוג כלל האוכלוסייה. נסיעה הוגדרה באמצעות אלגוריתם בהתחשב במשך העצירה/שהייה, משך הנסיעה וכוון הנסיעה. הקובץ כולל נסיעות באורך מ-1.5 ק""מ (מרחק אווירי), שבוצעו על ידי נוסעים מגיל 8 ומעלה. מסיבות אלה, הקובץ אינו בר השוואה ישירה לסקרי הרגלי נסיעה. הנתונים נאספו ברמה של חלוקת ישראל ל 1270 אזורי תנועה, כמצורף בשכבת gis בקובץ. קובץ זה כולל ימים ממוצעים (חול, שישי ושבת), של כל התקופה (כולל חודשי הקיץ) לפי שעות היום, נתונים לפי שעת הגעה, נתונים לפי נסיעות ברמת החצי שעה ונתוני תיירים.",2021-10-05T07:53:12.305034,2023-03-21T18:32:47.687636,celular1819v1.3_meta.pdf,https://data.gov.il/dataset/cc26b13e-8490-449e-ad58-f949daa25bd3/resource/0e9965b3-45c0-4b87-864b-9b1b8c284468/download/celular1819v1.3_meta.pdf,PDF,0e9965b3-45c0-4b87-864b-9b1b8c284468
תכנון,תוכניות מקוונות,xplan2,מינהל התכנון ,"הקובץ הינו הקובץ אשר הולך לאתר של קווים כחולים שהינו  חלק ממכלול מערכות 'תכנון זמין'. האתר מציג תכניות מקוונות מאושרות ובתהליכי תכנון, אשר הוגשו באופן מקוון משנת 2011 והלאה ותכניות מתאריות. האתר אינו כולל תכניות שהוגשו לפני כן. הנתונים באתר מתעדכנים אחת ליום.הנתונים באתר מוצגים באמצעות שירותים גיאוגרפיים XPLAN Web Map Services, שירותים אלו זמינים לציבור המפתחים וצרכני שירותי המידע הגיאוגרפי (GIS) באשר הם.",2020-09-21T11:38:47.903197,2023-03-21T18:32:47.687636,XPLAN,https://data.gov.il/dataset/768f4b9f-9e67-430c-ba29-d329638230b9/resource/f41c3be3-4c53-4895-8f3b-ee6fa84f715c/download/f41c3be3-4c53-4895-8f3b-ee6fa84f715c.zip,ZIP,f41c3be3-4c53-4895-8f3b-ee6fa84f715c
