search_term,package_title,package_name,organization,package_notes,metadata_created,metadata_modified,resource_name,resource_url,resource_format,resource_id,strict_urban_renewal_match,broad_related_match,explicit_urban_renewal_source,matched_strict_keywords,matched_broad_keywords,detected_relevance_reason,preferred_format,candidate_decision,candidate_decision_reason
תכנית,התכנית הלאומית למדדי איכות של משרד הבריאות - פרה הוספיטל,health-quality-measurement-pre-hospital,משרד הבריאות,"אגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו""ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד",2024-07-17T11:52:48.148061,2025-09-10T11:07:23.337484,הערכת כאב למפונים באמבולנס,https://data.gov.il/dataset/3c1de3e2-1028-4efc-8f48-60edc80fa4df/resource/36084185-8381-443b-8e57-ae612722e276/download/pre-hospital-pain-assessment-for-ambulance-evacuees.csv,CSV,36084185-8381-443b-8e57-ae612722e276,False,True,False,[],"[""תכנית"", ""תוכנית""]",matched keyword: תכנית; matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,התכנית הלאומית למדדי איכות של משרד הבריאות - פרה הוספיטל,health-quality-measurement-pre-hospital,משרד הבריאות,"אגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו""ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד",2024-07-17T11:52:48.148061,2025-09-10T11:07:23.337484,דופק עצמוני,https://data.gov.il/dataset/3c1de3e2-1028-4efc-8f48-60edc80fa4df/resource/1dc9c613-e17d-47b9-9d8f-8bc31fdcf8d2/download/pre-hospital-spontaneous-heartbeat.csv,CSV,1dc9c613-e17d-47b9-9d8f-8bc31fdcf8d2,False,True,False,[],"[""תכנית"", ""תוכנית""]",matched keyword: תכנית; matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,התכנית הלאומית למדדי איכות של משרד הבריאות - גריאטריה,health-quality-measurement-geriatric,משרד הבריאות,"האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו""ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד",2024-07-17T11:38:10.079609,2025-09-10T11:06:45.159543,מתן המלצה לויטמין D בשחרור,https://data.gov.il/dataset/a5aa4b26-dcec-4df6-9183-82a81743a21f/resource/ee66e534-601f-4c2b-b1df-7eb1b4a72e0a/download/vitamin-d.csv,CSV,ee66e534-601f-4c2b-b1df-7eb1b4a72e0a,False,True,False,[],"[""תכנית"", ""תוכנית""]",matched keyword: תכנית; matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,התכנית הלאומית למדדי איכות של משרד הבריאות - גריאטריה,health-quality-measurement-geriatric,משרד הבריאות,"האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו""ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד",2024-07-17T11:38:10.079609,2025-09-10T11:06:45.159543,הערכת כאב ב12 שעות ראשונות באשפוז,https://data.gov.il/dataset/a5aa4b26-dcec-4df6-9183-82a81743a21f/resource/7be4eeba-5495-461e-9abb-4d891fb30b70/download/geriatrics-assessment-of-pain-in-the-first-12-hours-of-hospitalization.csv,CSV,7be4eeba-5495-461e-9abb-4d891fb30b70,False,True,False,[],"[""תכנית"", ""תוכנית""]",matched keyword: תכנית; matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,התכנית הלאומית למדדי איכות של משרד הבריאות - גריאטריה,health-quality-measurement-geriatric,משרד הבריאות,"האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו""ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד",2024-07-17T11:38:10.079609,2025-09-10T11:06:45.159543,הערכה תזונתית תוך 5 ימים בסיעוד מורכב,https://data.gov.il/dataset/a5aa4b26-dcec-4df6-9183-82a81743a21f/resource/b484da76-c200-4eb8-8dfb-1f71b100ab7d/download/geriatrics-nutritional-assessment-within-5-days-in-complex-nursing.csv,CSV,b484da76-c200-4eb8-8dfb-1f71b100ab7d,False,True,False,[],"[""תכנית"", ""תוכנית""]",matched keyword: תכנית; matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,התכנית הלאומית למדדי איכות של משרד הבריאות - גריאטריה,health-quality-measurement-geriatric,משרד הבריאות,"האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו""ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד",2024-07-17T11:38:10.079609,2025-09-10T11:06:45.159543,ביצוע FIM בגין שבר בצוואר הירך,https://data.gov.il/dataset/a5aa4b26-dcec-4df6-9183-82a81743a21f/resource/4c3962dc-fa68-49d5-9aa3-a313803f2f01/download/geriatrics-performing-fim-for-a-femoral-neck-fracture.csv,CSV,4c3962dc-fa68-49d5-9aa3-a313803f2f01,False,True,False,[],"[""תכנית"", ""תוכנית""]",matched keyword: תכנית; matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,התכנית הלאומית למדדי איכות של משרד הבריאות - גריאטריה,health-quality-measurement-geriatric,משרד הבריאות,"האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו""ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד",2024-07-17T11:38:10.079609,2025-09-10T11:06:45.159543,אומדן כף רגל סוכרתית תוך 24 שעות,https://data.gov.il/dataset/a5aa4b26-dcec-4df6-9183-82a81743a21f/resource/76a89955-81cf-4376-b144-3abcb581255c/download/geriatrics-estimate-diabetic-foot-within-24-hours.csv,CSV,76a89955-81cf-4376-b144-3abcb581255c,False,True,False,[],"[""תכנית"", ""תוכנית""]",matched keyword: תכנית; matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,התכנית הלאומית למדדי איכות של משרד הבריאות - גריאטריה,health-quality-measurement-geriatric,משרד הבריאות,"האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו""ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד",2024-07-17T11:38:10.079609,2025-09-10T11:06:45.159543,ביצוע FIM לאחר אירוע חד במוח,https://data.gov.il/dataset/a5aa4b26-dcec-4df6-9183-82a81743a21f/resource/ef69a724-742b-4e65-bcd5-29b23fae7f91/download/geriatrics-performing-fim-after-an-acute-brain-event.csv,CSV,ef69a724-742b-4e65-bcd5-29b23fae7f91,False,True,False,[],"[""תכנית"", ""תוכנית""]",matched keyword: תכנית; matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,התכנית הלאומית למדדי איכות של משרד הבריאות - גריאטריה,health-quality-measurement-geriatric,משרד הבריאות,"האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו""ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד",2024-07-17T11:38:10.079609,2025-09-10T11:06:45.159543,הערכה תזונתית תוך 5 ימים במונשמים,https://data.gov.il/dataset/a5aa4b26-dcec-4df6-9183-82a81743a21f/resource/4b4605f1-0402-4b81-97bd-c5c6ac26cfbb/download/geriatrics-nutritional-assessment-within-5-days-on-ventilators.csv,CSV,4b4605f1-0402-4b81-97bd-c5c6ac26cfbb,False,True,False,[],"[""תכנית"", ""תוכנית""]",matched keyword: תכנית; matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,התכנית הלאומית למדדי איכות של משרד הבריאות - גריאטריה,health-quality-measurement-geriatric,משרד הבריאות,"האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו""ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד",2024-07-17T11:38:10.079609,2025-09-10T11:06:45.159543,שימוש מושכל בתרופות,https://data.gov.il/dataset/a5aa4b26-dcec-4df6-9183-82a81743a21f/resource/65363f81-096a-4da6-a439-09f704c2a36a/download/geriatrics-wise-use-of-medications.csv,CSV,65363f81-096a-4da6-a439-09f704c2a36a,False,True,False,[],"[""תכנית"", ""תוכנית""]",matched keyword: תכנית; matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,התכנית הלאומית למדדי איכות של משרד הבריאות - גריאטריה,health-quality-measurement-geriatric,משרד הבריאות,"האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו""ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד",2024-07-17T11:38:10.079609,2025-09-10T11:06:45.159543,הערכת דליריום,https://data.gov.il/dataset/a5aa4b26-dcec-4df6-9183-82a81743a21f/resource/0a5b85b2-7b6f-46cd-a46a-f9f153968c3c/download/geriatrics-assessment-of-delirium.csv,CSV,0a5b85b2-7b6f-46cd-a46a-f9f153968c3c,False,True,False,[],"[""תכנית"", ""תוכנית""]",matched keyword: תכנית; matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,התכנית הלאומית למדדי איכות של משרד הבריאות - גריאטריה,health-quality-measurement-geriatric,משרד הבריאות,"האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו""ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד",2024-07-17T11:38:10.079609,2025-09-10T11:06:45.159543,הערכת דיכאון לאחר אירוע מוחי,https://data.gov.il/dataset/a5aa4b26-dcec-4df6-9183-82a81743a21f/resource/e8a53ea3-f4bf-48c4-b983-be1763227ac1/download/geriatrics-assessment-of-depression-after-stroke.csv,CSV,e8a53ea3-f4bf-48c4-b983-be1763227ac1,False,True,False,[],"[""תכנית"", ""תוכנית""]",matched keyword: תכנית; matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,התכנית הלאומית למדדי איכות של משרד הבריאות - גריאטריה,health-quality-measurement-geriatric,משרד הבריאות,"האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו""ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד",2024-07-17T11:38:10.079609,2025-09-10T11:06:45.159543,איתור דיכאון,https://data.gov.il/dataset/a5aa4b26-dcec-4df6-9183-82a81743a21f/resource/58d756a7-46fd-4b65-b000-f5aec8fcb7fc/download/geriatrics-detection-of-depression.csv,CSV,58d756a7-46fd-4b65-b000-f5aec8fcb7fc,False,True,False,[],"[""תכנית"", ""תוכנית""]",matched keyword: תכנית; matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,התכנית הלאומית למדדי איכות של משרד הבריאות - גריאטריה,health-quality-measurement-geriatric,משרד הבריאות,"האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו""ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד",2024-07-17T11:38:10.079609,2025-09-10T11:06:45.159543,הערכה קוגנטיבית,https://data.gov.il/dataset/a5aa4b26-dcec-4df6-9183-82a81743a21f/resource/7297fe05-1a5f-4e8c-a571-04c6aec4b98b/download/geriatrics-cognitive-assessment.csv,CSV,7297fe05-1a5f-4e8c-a571-04c6aec4b98b,False,True,False,[],"[""תכנית"", ""תוכנית""]",matched keyword: תכנית; matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,התכנית הלאומית למדדי איכות של משרד הבריאות - גריאטריה,health-quality-measurement-geriatric,משרד הבריאות,"האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו""ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד",2024-07-17T11:38:10.079609,2025-09-10T11:06:45.159543,בירור העדפות עם המאושפזים או בני משפחתם,https://data.gov.il/dataset/a5aa4b26-dcec-4df6-9183-82a81743a21f/resource/965308a9-50fa-4495-a2ab-240b78948b33/download/geriatrics-clarifying-preferences-with-the-hospitalized-or-their-family-members.csv,CSV,965308a9-50fa-4495-a2ab-240b78948b33,False,True,False,[],"[""תכנית"", ""תוכנית""]",matched keyword: תכנית; matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,התכנית הלאומית למדדי איכות של משרד הבריאות - אשפוז כללי,health-quality-measurement-general-hospitalization,משרד הבריאות,"האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו""ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד",2024-07-17T11:28:24.884081,2025-09-10T11:05:48.071559,CHADS.csv,https://data.gov.il/dataset/46728cf3-2186-417e-9681-0f789dbb35c2/resource/6e0fce9f-9f58-47a9-a356-861cba135225/download/chads.csv,CSV,6e0fce9f-9f58-47a9-a356-861cba135225,False,True,False,[],"[""תכנית"", ""תוכנית""]",matched keyword: תכנית; matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,התכנית הלאומית למדדי איכות של משרד הבריאות - אשפוז כללי,health-quality-measurement-general-hospitalization,משרד הבריאות,"האגף להבטחת איכות במשרד הבריאות מוביל בשנים האחרונות תכנית לאומית לניטור רציף של מדדי איכות קליניים. גיבוש וניטור המדדים מתבצע בתחומים רפואיים רבים ובמסגרות טיפול שונות, על מנת לסייע למערכת הבריאות להמשיך לגבש תמונת מצב, לשפר ולפתח את איכות השירות והטיפול הקליני בישראל. התכנית הלאומית יצאה לדרך כתכנית צומחת בשנת 2013 בבתי החולים הכלליים. בתי החולים הגריאטריים והפסיכיאטריים הצטרפו לתכנית בתחילת שנת 2014. משנת 2015 הצטרפו לתוכנית טיפות חלב ושירות פרה-הוספיטל (על ידי אמבולנסים). התוכנית מפרסמת מדי שנה דו""ח שנתי מפורט הכולל עשרות רבות של מדדים ומוסדות בריאות שונים. מדדים שעמדו ביעדם מספר שנים והוטמעו כסטנדרט טיפולי, אינם עוד מתפרסמים עבור כל מוסד בנפרד",2024-07-17T11:28:24.884081,2025-09-10T11:05:48.071559,דופלקס צוואר תוך 72 שעות למאובחנים ב- TIA,https://data.gov.il/dataset/46728cf3-2186-417e-9681-0f789dbb35c2/resource/ceb466ea-c1e7-43c3-9e64-a7024289d6fa/download/tia.csv,CSV,ceb466ea-c1e7-43c3-9e64-a7024289d6fa,False,True,False,[],"[""תכנית"", ""תוכנית""]",matched keyword: תכנית; matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
